,Correlation,Adj. P-val,Name,Interacting Cell Type Pathway 1,Interacting Cell Type Pathway 2
4,0.15412146563634374,0.0005434660530164978,receive CXCL send MHC-II,Pericytes,Dendritic cells
5,0.1542525642944851,0.0005374899613767902,receive CLEC send SELPLG,"B cell, Dendritic cells, Monocytes",Neutro prog
9,0.15471575278565158,0.0005168610308489372,receive CD52 send GRN,"Mono prog, NK cells, B cell, Neutrophils, T cells, Monocytes",Schwanncells
10,0.1547746693150587,0.0005142904765745477,send CD34 receive PECAM1,"ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal",ECSinusoidal
11,0.1547746693150587,0.0005142904765745477,send CD34 send PECAM1,"Schwanncells, ECSinusoidal","ECArteriolar, ECArteriar, ECSinusoidal"
14,0.15520509355926954,0.0004958682613570879,send ANGPT receive SEMA4,"Osteoblasts, B cell, Dendritic cells","ECArteriolar, ECArteriar, ECSinusoidal"
17,0.15564388458229617,0.00047772087500887173,send BST2 receive CCL,B cell,Monocytes
18,0.1557349650824107,0.00047403224947569075,send COMPLEMENT receive VCAM,"Neutro prog, Erythroblasts","Neutrophils, Monocytes"
2,0.1558290636660197,0.0004702492276027437,send PECAM1 receive SELL,"Neutro prog, NK cells, Dendritic cells, CMP, Neutrophils, CLP, Monocytes","ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
3,0.1558290636660197,0.0004702492276027437,receive PECAM1 receive SELL,"Neutro prog, NK cells, Dendritic cells, CMP, Neutrophils, CLP, Monocytes","ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
21,0.1568434435696748,0.00043121320787608305,send CD45 receive CCL,MSPCAdipo,"B cell, ECSinusoidal"
22,0.15684344356967483,0.000431213207876081,receive CCL receive CD22,B cell,MSPCAdipo
1,0.15685893382684954,0.0004306411912165272,receive GALECTIN send PSAP,"EoBaso prog, small preB, EryMk prog, MEP, proB, large preB, CLP",Schwanncells
25,0.15698480212730936,0.00042601930684583734,send ANNEXIN receive CEACAM,"ECSinusoidal, Dendritic cells",Neutrophils
16,0.1572561649045713,0.0004162115202066145,send MHC-I receive SPP1,"MSPCAdipo, small preB, NK cells, B cell, Chondrocytes, Dendritic cells, Fibroblasts, Osteo, Neutrophils, Osteoblasts, T cells, MSPCOsteo, Monocytes",T cells
27,0.1572805383077187,0.0004153409674804369,send CCL send PECAM1,Monocytes,"ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
26,0.1572805383077187,0.0004153409674804369,send CCL receive PECAM1,"ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal",Monocytes
29,0.15793033141445337,0.0003927478478295183,send CCL receive IFN-II,NK cells,Dendritic cells
30,0.15805997420608292,0.0003883794705615158,send ANGPT send TGFb,Osteoblasts,"ECArteriolar, ECArteriar, ECSinusoidal"
32,0.15822869687854668,0.0003827620568701894,send COMPLEMENT send CD52,"proB, Neutro prog, small preB","Neutrophils, Monocytes"
31,0.15822869687854668,0.0003827620568701894,send CD52 send COMPLEMENT,"Neutrophils, Monocytes","Neutro prog, B cell, Dendritic cells, CLP"
33,0.15833023190264725,0.00037941815759558986,receive BAFF send MHC-I,Neutrophils,T cells
34,0.15958925282011546,0.0003401539788682703,receive IGF send MHC-I,"MSPCAdipo, Osteo, Fibroblasts, MSPCOsteo, Pericytes",T cells
